BSUP-TERANATURAL,,2136,double charge vitrified,,http://www.materialtree.com/cengres-italian-tera-natural-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Italian Tera Natural 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',110 ,Cengres Tera Natural (800mm x 800mm) 3 PCS Per Box 20.66 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-TRAVENTINENAUTRA,,2139,double charge vitrified,,http://www.materialtree.com/cengres-italian-traventine-nautra-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Italian Traventine Nautra 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',110 ,Cengres Traventine Nautra (800mm x 800mm) 3 PCS Per Box 20.66 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-TRAVENTINESNOW,,2140,double charge vitrified,,http://www.materialtree.com/cengres-italian-traventine-snow-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Italian Traventine Snow 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',110 ,Cengres Traventine Snow (800mm x 800mm) 3 PCS Per Box 20.66 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-TAKOIVORY,,2133,double charge vitrified,,http://www.materialtree.com/cengres-spanise-tako-ivory-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Tako Ivory 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',110 ,Cengres Tako Ivory (800mm x 800mm) 3 PCS Per Box 20.66 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-TAKOBROWN,,2132,double charge vitrified,,http://www.materialtree.com/cengres-spanise-tako-brown-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Tako Brown 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',110 ,Cengres Tako Brown (800mm x 800mm) 3 PCS Per Box 20.66 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-VERONASNOW,,2143,double charge vitrified,,http://www.materialtree.com/cengres-italian-verona-snow-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Italian Verona Snow 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',110 ,Cengres Verona Snow (800mm x 800mm) 3 PCS Per Box 20.66 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-TAKONERO,,2134,double charge vitrified,,http://www.materialtree.com/cengres-spanise-tako-nero-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Tako Nero 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',110 ,Cengres Tako Nero (800mm x 800mm) 3 PCS Per Box 20.66 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-TAKOBLANCO,,2131,double charge vitrified,,http://www.materialtree.com/cengres-spanise-tako-blanco-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Tako Blanco 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',110 ,Cengres Tako Blanco (800mm x 800mm) 3 PCS Per Box 20.66 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-LISBONBEIGE,,2084,double charge vitrified,,http://www.materialtree.com/cengres-italian-lisbon-beige-600mm-x-1200mm-double-charge-vitrified-tiles,Cengres',Cengres Italian Lisbon Beige 600mm x 1200mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX1200mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',122 ,Cengres Lisbon Beige (600mm x 1200mm) 2 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-MARINAALMOND,,2088,double charge vitrified,,http://www.materialtree.com/cengres-spanise-marina-almond-600mm-x-1200mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Marina Almond 600mm x 1200mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX1200mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',122 ,Cengres Marina Almond (600mm x 1200mm) 2 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-IMPEROROMATI,,2073,double charge vitrified,,http://www.materialtree.com/cengres-spanise-impero-romati-600mm-x-1200mm-double-charge-vitrified-tiles,Cengres',Cengres Spanise Impero Romati 600mm x 1200mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX1200mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',122 ,Cengres Impero Romati (600mm x 1200mm) 2 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-HORNOVANILLA,,2070,double charge vitrified,,http://www.materialtree.com/cengres-italian-horno-vanilla-600mm-x-1200mm-double-charge-vitrified-tiles,Cengres',Cengres Italian Horno Vanilla 600mm x 1200mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX1200mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',122 ,Cengres Horno Vanilla (600mm x 1200mm) 2 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-NOSTRABEIGE,,2092,double charge vitrified,,http://www.materialtree.com/cengres-wood-nostra-beige-600mm-x-1200mm-double-charge-vitrified-tiles,Cengres',Cengres Wood Nostra Beige 600mm x 1200mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX1200mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',122 ,Cengres Nostra Beige (600mm x 1200mm) 2 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-WHITE,,2144,charge vitrified tiles,,http://www.materialtree.com/cengres-italian-white-800mm-x-800mm-double-charge-vitrified-tiles,Cengres',Cengres Italian White 800mm x 800mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   800mmX800mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',110 ,Cengres White (800mm x 800mm) 3 PCS Per Box 20.66 or1.92 Sq.Ft Double Charge Vitrified Tiles'
BSUP-MEJORAGRIS,,2090,double charge vitrified,,http://www.materialtree.com/cengres-italian-mejora-gris-600mm-x-1200mm-double-charge-vitrified-tiles,Cengres',Cengres Italian Mejora Gris 600mm x 1200mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX1200mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',122 ,Cengres Mejora Gris (600mm x 1200mm) 2 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-MACAUVA,,2085,charge vitrified tiles,,http://www.materialtree.com/cengres-wood-macauva-600mm-x-1200mm-double-charge-vitrified-tiles,Cengres',Cengres Wood Macauva 600mm x 1200mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX1200mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',122 ,Cengres Macauva (600mm x 1200mm) 2 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-ULTRAWHITE,,2142,x 600mm double,,http://www.materialtree.com/cengres-ultra-series-dth-ultra-white-600mm-x-600mm-double-charge-vitrified-tiles,Cengres',Cengres Ultra Series DTH Ultra White 600mm x 600mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX600mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',118 ,Cengres Ultra White (600mm x 600mm) 4 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-NOSTRABROWN,,2093,double charge vitrified,,http://www.materialtree.com/cengres-wood-nostra-brown-600mm-x-1200mm-double-charge-vitrified-tiles,Cengres',Cengres Wood Nostra Brown 600mm x 1200mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX1200mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',122 ,Cengres Nostra Brown (600mm x 1200mm) 2 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-NOSTRASNOW,,2094,double charge vitrified,,http://www.materialtree.com/cengres-wood-nostra-snow-600mm-x-1200mm-double-charge-vitrified-tiles,Cengres',Cengres Wood Nostra Snow 600mm x 1200mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX1200mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',122 ,Cengres Nostra Snow (600mm x 1200mm) 2 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
BSUP-ONYXVERDE,,2099,double charge vitrified,,http://www.materialtree.com/cengres-italian-onyx-verde-600mm-x-1200mm-double-charge-vitrified-tiles,Cengres',Cengres Italian Onyx Verde 600mm x 1200mm Double Charge Vitrified Tiles,,, Standard Code   No  Unit   Square Feet  Minimum Order Quantity   62 Sq.Ft (4 Boxes)  Color   Ivory  Brand / Manufacturer   Cengres  Size   600mmX1200mm  Tile Use   Floor Tiles  Shape   Square  Delivery Time (Days)   1-3 Days  Weightment   No  Shipping   No  Unloading   No  Warranty Summary   No ', Per Square Feet,,,BuildSupplies',122 ,Cengres Onyx Verde (600mm x 1200mm) 2 PCS Per Box 15.5 or1.44 Sq.Ft Double Charge Vitrified Tiles'
Sku,Delivery_time,Product_id,category,level,url,brand,title,Variant,source_url,desc1,um,region_name,price1,Saller,price,desc
SQFTITM002516,,4205,laminate flooring,,http://www.materialtree.com/square-foot-classica-832-oak-silea-wooden-laminate-flooring,Square Foot',Square Foot Classica 832 Oak Silea Wooden Laminate Flooring,,," Pieces Per Pack   9 Planks Per Box  Minimum Order Quantity   100  Brand / Manufacturer   Square Foot  Thickness   8 mm  Square Feet Per Pack   2.5855128 Square Feet Per Plank / 25.8336 Square Feet Per Box  Square Feet Rate   120  Length   1383 mm  Unit   Square Feet  Color   Dark Brown  Shape   Rectangle  Size   1383 mm. x 193 mm. x 8 mm.  Warranty Summary   ""10 years for Residencial and 5 years for restricted commercial use""  Delivery Time (Days)   1-7 Days '", Per Square Feet,,,Square Foot',123.12 ,Square Foot Natural finsih with classic old look Classica 832 Oak Silea'
SQFTITM002509,,4184,laminate flooring,,http://www.materialtree.com/square-foot-luxus-832-oak-indiana-wooden-laminate-flooring,Square Foot',Square Foot Luxus 832 Oak Indiana Wooden Laminate Flooring,,," Pieces Per Pack   7 Planks Per Box  Minimum Order Quantity   100  Brand / Manufacturer   Square Foot  Thickness   8 mm  Square Feet Per Pack   3.178071 Square Feet Per Plank / 25.4030 Square Feet Per Box  Square Feet Rate   140  Length   1383 mm  Unit   Square Feet  Color   Dark Brown  Shape   Rectangle  Size   1383 mm. x 244 mm. x 8 mm.  Warranty Summary   ""10 years for Residencial and 5 years for restricted commercial use""  Delivery Time (Days)   1-7 Days '", Per Square Feet,,,Square Foot',143.64 ,Square Foot Natural Touch Luxus 832 Oak Indiana'
SQFTITM002523,,4191,,,http://www.materialtree.com/square-foot-heritage-milano-wooden-laminate-flooring,Square Foot',Square Foot Heritage Milano Wooden Laminate Flooring,,," Pieces Per Pack   10 Planks Per Box  Minimum Order Quantity   100  Brand / Manufacturer   Square Foot  Thickness   8 mm  Square Feet Per Pack   1.959048 Square Feet Per Plank / 24.8648 Square Feet Per Box  Square Feet Rate   155  Length   1215 mm  Unit   Square Feet  Color   Light Brown  Shape   Rectangle  Size   1215 mm. x 193 mm. x 8 mm.  Warranty Summary   ""10 years for Residencial and 5 years for restricted commercial use""  Delivery Time (Days)   1-7 Days '", Per Square Feet,,,Square Foot',159.03 ,Square Foot Real wood surface look Heritage Milano'
SQFTITM002659,,4187,laminate flooring,,http://www.materialtree.com/square-foot-luxus-832-sovana-oak-wooden-laminate-flooring,Square Foot',Square Foot Luxus 832 Sovana Oak Wooden Laminate Flooring,,," Pieces Per Pack   7 Planks Per Box  Minimum Order Quantity   100  Brand / Manufacturer   Square Foot  Thickness   8 mm  Square Feet Per Pack   3.63208114285714 Square Feet Per Plank / 25.4030 Square Feet Per Box  Square Feet Rate   140  Length   1383 mm  Unit   Square Feet  Color   Light Brown  Shape   Rectangle  Size   1383 mm. x 244 mm. x 8 mm.  Warranty Summary   ""10 years for Residencial and 5 years for restricted commercial use""  Delivery Time (Days)   1-7 Days '", Per Square Feet,,,Square Foot',143.64 ,Square Foot Natural Touch Luxus 832 Sovana Oak'
SQFTITM002512,,4188,laminate flooring,,http://www.materialtree.com/square-foot-luxus-832-hemlock-toledo-wooden-laminate-flooring,Square Foot',Square Foot Luxus 832 Hemlock Toledo Wooden Laminate Flooring,,," Pieces Per Pack   7 Planks Per Box  Minimum Order Quantity   100  Brand / Manufacturer   Square Foot  Thickness   8 mm  Square Feet Per Pack   2.824952 Square Feet Per Plank / 25.4030 Square Feet Per Box  Square Feet Rate   140  Length   1383 mm  Unit   Square Feet  Color   Dark Brown  Shape   Rectangle  Size   1383 mm. x 244 mm. x 8 mm.  Warranty Summary   ""10 years for Residencial and 5 years for restricted commercial use""  Delivery Time (Days)   1-7 Days '", Per Square Feet,,,Square Foot',143.64 ,Square Foot Natural Touch Luxus 832 Hemlock Toledo'
SQFTITM002511,,4186,laminate flooring,,http://www.materialtree.com/square-foot-luxus-832-hemlock-ontario-wooden-laminate-flooring,Square Foot',Square Foot Luxus 832 Hemlock Ontario Wooden Laminate Flooring,,," Pieces Per Pack   7 Planks Per Box  Minimum Order Quantity   100  Brand / Manufacturer   Square Foot  Thickness   8 mm  Square Feet Per Pack   2.824952 Square Feet Per Plank / 25.4030 Square Feet Per Box  Square Feet Rate   140  Length   1383 mm  Unit   Square Feet  Color   Cream  Shape   Rectangle  Size   1383 mm. x 244 mm. x 8 mm.  Warranty Summary   ""10 years for Residencial and 5 years for restricted commercial use""  Delivery Time (Days)   1-7 Days '", Per Square Feet,,,Square Foot',143.64 ,Square Foot Natural Touch Luxus 832 Hemlock Ontario'
SQFTITM002510,,4185,laminate flooring,,http://www.materialtree.com/square-foot-luxus-832-maple-montreal-wooden-laminate-flooring,Square Foot',Square Foot Luxus 832 Maple Montreal Wooden Laminate Flooring,,," Pieces Per Pack   7 Planks Per Box  Minimum Order Quantity   100  Brand / Manufacturer   Square Foot  Thickness   8 mm  Square Feet Per Pack   3.63208114285714 Square Feet Per Plank / 25.4030 Square Feet Per Box  Square Feet Rate   140  Length   1383 mm  Unit   Square Feet  Color   Dark Brown  Shape   Rectangle  Size   1383 mm. x 244 mm. x 8 mm.  Warranty Summary   ""10 years for Residencial and 5 years for restricted commercial use""  Delivery Time (Days)   1-7 Days '", Per Square Feet,,,Square Foot',143.64 ,Square Foot Natural Touch Luxus 832 Maple Montreal'
SQFTITM002476,,4192,,,http://www.materialtree.com/square-foot-heritage-chestnut-wooden-laminate-flooring,Square Foot',Square Foot Heritage Chestnut Wooden Laminate Flooring,,," Pieces Per Pack   10 Planks Per Box  Minimum Order Quantity   100  Brand / Manufacturer   Square Foot  Thickness   8 mm  Square Feet Per Pack   1.959048 Square Feet Per Plank / 24.8648 Square Feet Per Box  Square Feet Rate   155  Length   1215 mm  Unit   Square Feet  Color   Light Brown  Shape   Rectangle  Size   1215 mm. x 193 mm. x 8 mm.  Warranty Summary   ""10 years for Residencial and 5 years for restricted commercial use""  Delivery Time (Days)   1-7 Days '", Per Square Feet,,,Square Foot',159.03 ,Square Foot Real wood surface look Heritage Chestnut'
SQFTITM002475,,4193,,,http://www.materialtree.com/square-foot-heritage-cognac-wooden-laminate-flooring,Square Foot',Square Foot Heritage Cognac Wooden Laminate Flooring,,," Pieces Per Pack   10 Planks Per Box  Minimum Order Quantity   100  Brand / Manufacturer   Square Foot  Thickness   8 mm  Square Feet Per Pack   1.959048 Square Feet Per Plank / 24.8648 Square Feet Per Box  Square Feet Rate   155  Length   1215 mm  Unit   Square Feet  Color   Reddish Brown  Shape   Rectangle  Size   1215 mm. x 193 mm. x 8 mm.  Warranty Summary   ""10 years for Residencial and 5 years for restricted commercial use""  Delivery Time (Days)   1-7 Days '", Per Square Feet,,,Square Foot',159.03 ,Square Foot Real wood surface look Heritage Cognac'
